0,18.0522,0
1,17.7,0
2,17.0061,0
3,15.9903,0
4,14.6231,0
5,12.7835,0
6,10.2824,0
7,6.99992,0
8,3.71894,0
9,4.60435,0
10,7.20336,0
11,9.06712,0
12,9.55947,0
13,9.33658,0
14,8.80376,0
15,7.44608,0
16,5.48697,0
17,3.09922,0
18,3.74413,0
19,5.98319,0
20,7.28015,0
21,7.73375,0
22,7.4165,0
23,6.41099,0
24,5.01214,0
25,3.66108,0
26,4.46942,0
27,5.82345,0
28,6.09732,0
29,5.91981,0
30,5.84953,0
31,5.91098,0
32,5.596,0
33,4.68917,0
34,3.71252,0
35,3.79381,0
36,4.78524,0
37,5.72416,0
38,6.15221,0
39,5.90817,0
40,5.0739,0
41,3.99803,0
42,3.24814,0
43,3.68855,0
44,4.89441,0
45,5.85971,0
46,6.29662,0
47,6.15466,0
48,5.48536,0
49,4.4438,0
50,3.45637,0
51,3.30077,0
52,3.8969,0
53,4.51908,0
54,4.97002,0
55,5.06156,0
56,4.76904,0
57,4.36899,0
58,3.93198,0
59,3.41623,0
60,2.84114,0
61,3.5318,0
62,4.59235,0
63,5.28956,0
64,5.41624,0
65,5.10256,0
66,4.46811,0
67,3.76472,0
68,3.62248,0
69,3.82398,0
70,3.85467,0
71,3.93795,0
72,4.28805,0
73,4.52623,0
74,4.43838,0
75,4.10853,0
76,3.4518,0
77,2.69465,0
78,2.75403,0
79,3.72472,0
80,4.4758,0
81,4.62149,0
82,4.24581,0
83,3.7205,0
84,3.39626,0
85,3.53209,0
86,3.70571,0
87,3.51653,0
88,3.4346,0
89,3.9452,0
90,4.31244,0
91,4.30354,0
92,3.86249,0
93,3.07972,0
94,2.38305,0
95,2.77503,0
96,3.40053,0
97,3.785,0
98,3.98122,0
99,3.90335,0
100,3.48234,0
101,3.00325,0
102,3.02921,0
103,2.99518,0
104,2.97376,0
105,3.35633,0
106,3.86795,0
107,4.06858,0
108,3.8739,0
109,3.23501,0
110,2.50366,0
111,2.44261,0
112,2.99457,0
113,3.58278,0
114,3.84628,0
115,3.78522,0
116,3.41312,0
117,2.80724,0
118,2.25912,0
119,2.26604,0
120,2.67707,0
121,3.19057,0
122,3.57307,0
123,3.63343,0
124,3.3551,0
125,2.91176,0
126,2.48422,0
127,2.40606,0
128,2.81472,0
129,3.3347,0
130,3.70675,0
131,3.78519,0
132,3.57933,0
133,3.20606,0
134,2.72602,0
135,2.32311,0
136,2.47888,0
137,2.9297,0
138,3.34194,0
139,3.47218,0
140,3.33279,0
141,3.03098,0
142,2.6372,0
143,2.32932,0
144,2.40824,0
145,2.76598,0
146,3.13125,0
147,3.35828,0
148,3.40583,0
149,3.22135,0
150,2.8176,0
151,2.36965,0
152,2.14639,0
153,2.39637,0
154,2.89751,0
155,3.22707,0
156,3.19309,0
157,2.81868,0
158,2.3586,0
159,2.10829,0
160,2.21023,0
161,2.60227,0
162,2.98084,0
163,3.14937,0
164,3.08417,0
165,2.83231,0
166,2.51553,0
167,2.38519,0
168,2.39608,0
169,2.5713,0
170,2.78245,0
171,2.99637,0
172,3.0402,0
173,2.84055,0
174,2.41562,0
175,1.95021,0
176,1.94026,0
177,2.35737,0
178,2.67683,0
179,2.81079,0
180,2.75137,0
181,2.51821,0
182,2.29842,0
183,2.24929,0
184,2.23539,0
185,2.32871,0
186,2.52869,0
187,2.6839,0
188,2.70378,0
189,2.60809,0
190,2.40649,0
191,2.09795,0
192,1.97171,0
193,2.18581,0
194,2.48975,0
195,2.59998,0
196,2.47431,0
197,2.23473,0
198,2.08374,0
199,2.11796,0
200,2.22414,0
201,2.2684,0
202,2.31227,0
203,2.47431,0
204,2.57971,0
205,2.55072,0
206,2.37607,0
207,2.1283,0
208,2.08715,0
209,2.19695,0
210,2.38704,0
211,2.53285,0
212,2.56366,0
213,2.45379,0
214,2.24872,0
215,2.04669,0
216,2.01921,0
217,2.13736,0
218,2.25138,0
219,2.33177,0
220,2.36218,0
221,2.32506,0
222,2.23107,0
223,2.12138,0
224,2.03848,0
225,2.05136,0
226,2.1857,0
227,2.36805,0
228,2.46697,0
229,2.42301,0
230,2.27238,0
231,2.11129,0
232,2.01387,0
233,1.98204,0
234,1.98467,0
235,2.08767,0
236,2.23617,0
237,2.29484,0
238,2.22854,0
239,2.05588,0
240,1.84217,0
241,1.76617,0
242,1.87978,0
243,2.1008,0
244,2.27536,0
245,2.31857,0
246,2.21223,0
247,2.02664,0
248,1.88978,0
249,1.88817,0
250,1.97566,0
251,2.08204,0
252,2.18639,0
253,2.26314,0
254,2.26737,0
255,2.17677,0
256,2.00452,0
257,1.82994,0
258,1.75501,0
259,1.85777,0
260,2.07053,0
261,2.20898,0
262,2.23277,0
263,2.16099,0
264,2.04215,0
265,1.93021,0
266,1.85525,0
267,1.84474,0
268,1.93535,0
269,2.0924,0
270,2.20928,0
271,2.22629,0
272,2.13596,0
273,1.96674,0
274,1.79575,0
275,1.73232,0
276,1.79491,0
277,1.9457,0
278,2.06403,0
279,2.10927,0
280,2.07288,0
281,1.96398,0
282,1.8252,0
283,1.73091,0
284,1.7471,0
285,1.81162,0
286,1.8807,0
287,1.9403,0
288,2.00128,0
289,2.04938,0
290,2.02973,0
291,1.93614,0
292,1.81446,0
293,1.74651,0
294,1.77954,0
295,1.87438,0
296,1.95547,0
297,1.98901,0
298,1.96848,0
299,1.90752,0
300,1.85088,0
301,1.80862,0
302,1.77594,0
303,1.74359,0
304,1.72025,0
305,1.72973,0
306,1.78954,0
307,1.85969,0
308,1.88978,0
309,1.87696,0
310,1.84166,0
311,1.81088,0
312,1.80154,0
313,1.81049,0
314,1.84541,0
315,1.88977,0
316,1.93944,0
317,1.98315,0
318,2.00681,0
